date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,source_url
10/19/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/19/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-19
10/21/2020,METTUR,120,93470,98.42,62813,16676,13238,117.8,90004,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Krishna Raja Sagar - karnataka,124.8,49452,124.8,49452,6747,6491,124.8,49452,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Kabini -karnataka,65,19516,64.3,19062,973,1850,64.89,19445,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Harangi - karnataka,129,8500,128.48,8324,1504,1550,128.24,8243,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Hemavathy - karnataka,117,37103,115.48,35634,3058,4675,115.65,35798,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,BHAVANISAGAR,105,32800,98.97,27928,1608,3000,101.09,29587,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,AMARAVATHI*,90,4047,72.25,2563,266,1390,77.96,3009,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Periyar**,152,10570,129.3,4547,886,1755,126,3834,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Vaigai,71,6091,54.04,2565,1021,2022,62.3,4057,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Papanasam,143,5500,112.35,3706,705,501,109.75,3565,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Manimuthar,118,5511,74.85,1848,82,,46.8,520,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Pechiparai,48,4450,44.9,3942,412,519,31.2,2142,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Perunchani,77,2890,71.45,2341,486,600,69.85,2208,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Krishnagiri,52,1666,48.2,1257,337,114,41.95,725,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Sathanur,119,7321,78.75,1415,185,,83.25,1788,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Sholayar,160,5052,160.3,5062,575,511,159,4989,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Parambikulam,72,13408,71.77,13355,997,990,70.68,13105,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Aliyar,120,3864,119.75,3847,298,373,113.9,3440,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/21/2020,Thirumurthy,60,1744,50.78,1359,837,67,42.03,1030,https://tnagriculture.in/ARS/home/reservoir/2020-10-21
10/22/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/22/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-22
10/24/2020,METTUR,120,93470,99.39,64054,18694,10175,120.2,93790,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Krishna Raja Sagar - karnataka,124.8,49452,124.8,49452,6797,6541,124.8,49452,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Kabini -karnataka,65,19516,63.94,18829,1138,1850,64.82,19399,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Harangi - karnataka,129,8500,128.5,8331,1973,1550,128.12,8202,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Hemavathy - karnataka,117,37103,115.38,35537,5784,4270,116.45,36571,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,BHAVANISAGAR,105,32800,98.27,27396,1450,2900,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,AMARAVATHI*,90,4047,72.67,2595,194,50,77.66,2985,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Periyar**,152,10570,128.1,4288,626,1755,127,4050,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Vaigai,71,6091,53.05,2418,1278,72,63.29,4262,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Papanasam,143,5500,111.9,3682,499,805,112.5,3715,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Manimuthar,118,5511,75,1857,46,,48.6,568,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Pechiparai,48,4450,44.65,3897,536,721,33.65,2362,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Perunchani,77,2890,71.2,2318,232,250,72.05,2400,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Krishnagiri,52,1666,49.2,1358,961,844,42.2,742,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Sathanur,119,7321,79.9,1506,416,,84.6,1910,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Sholayar,160,5052,160.17,5055,442,422,160.04,5047,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Parambikulam,72,13408,71.6,13316,757,990,70.65,13098,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Aliyar,120,3864,119.6,3836,380,333,115,3514,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/24/2020,Thirumurthy,60,1744,50.06,1331,837,1120,48,1253,https://tnagriculture.in/ARS/home/reservoir/2020-10-24
10/23/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/23/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-23
10/25/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/25/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-25
10/26/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/26/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-26
10/27/2020,METTUR,120,93470,100.7,65751,14210,9800,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Krishna Raja Sagar - karnataka,124.8,49452,124.8,49452,5826,5520,124.8,49452,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Kabini -karnataka,65,19516,63.4,18491,697,2050,64.89,19445,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Harangi - karnataka,129,8500,128.4,8297,992,1000,127.92,8135,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Hemavathy - karnataka,117,37103,115.22,35383,3267,4100,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,BHAVANISAGAR,105,32800,97.66,26936,1673,3100,101.98,30300,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,AMARAVATHI*,90,4047,73.2,2635,434,200,75.3,2798,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Periyar**,152,10570,126.75,3996,550,1689,126.6,3964,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Vaigai,71,6091,52.85,2389,964,1202,63.68,4344,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Papanasam,143,5500,110.7,3616,444,805,113.15,3750,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Manimuthar,118,5511,75.2,1870,82,,49.5,593,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Pechiparai,48,4450,44.45,3861,649,520,34.4,2457,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Perunchani,77,2890,71.15,2314,365,400,71.1,2308,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Krishnagiri,52,1666,49.2,1358,1126,1126,42.2,742,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Sathanur,119,7321,82.2,1697,1215,,86.25,2066,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Sholayar,160,5052,158.92,4985,304,806,160.76,5089,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Parambikulam,72,13408,71.34,13256,731,990,70.6,13087,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Aliyar,120,3864,119.85,3854,423,336,115.7,3563,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/27/2020,Thirumurthy,60,1744,48.06,1255,836,1129,52.61,1428,https://tnagriculture.in/ARS/home/reservoir/2020-10-27
10/28/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/28/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-28
10/31/2020,METTUR,120,93470,100.1,64970,8271,12900,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Krishna Raja Sagar - karnataka,124.8,49452,124.64,49228,3857,5863,124.8,49452,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Kabini -karnataka,65,19516,62.46,17914,449,2100,64.92,19464,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Harangi - karnataka,129,8500,127.53,8003,519,1700,127.3,7925,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Hemavathy - karnataka,117,37103,114.4,34614,1944,4350,116.6,36716,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,BHAVANISAGAR,105,32800,96.79,26290,1279,3100,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,AMARAVATHI*,90,4047,68.97,2321,134,1790,73.33,2645,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Periyar**,152,10570,125.85,3802,526,1389,127.9,4244,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Vaigai,71,6091,51.77,2232,1239,2022,63.78,4364,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Papanasam,143,5500,108.9,3519,364,805,125.7,4459,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Manimuthar,118,5511,75.65,1898,46,,57.25,897,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Pechiparai,48,4450,44.12,3802,513,720,37.3,2834,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Perunchani,77,2890,70.55,2264,187,450,70.2,2236,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Krishnagiri,52,1666,49.3,1368,567,508,42.3,750,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Sathanur,119,7321,85.2,1966,648,,88.65,2305,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Sholayar,160,5052,158.25,4948,417,397,160.51,5075,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Parambikulam,72,13408,70.88,13151,712,1020,70.9,13155,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Aliyar,120,3864,119.5,3829,251,326,117.2,3668,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/31/2020,Thirumurthy,60,1744,44.99,1138,815,1152,51.39,1382,https://tnagriculture.in/ARS/home/reservoir/2020-10-31
10/29/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Kabini,65,19516,53.52,12952,9106,7923,64.69,19315,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Harangi,129,8500,128.45,8314,3638,4975,127.8,8094,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Hemavathy,117,37103,109.84,30551,3588,5500,116.85,36958,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,BHAVANISAGAR,105,32800,51.9,4904,1933,2400,101.99,30309,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,AMARAVATHI*,90,4047,59.22,1678,506,,88.19,3883,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Periyar**,152,10570,122.1,3044,1148,800,135.05,5879,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Vaigai,71,6091,36.78,715,372,86,68.98,5567,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Papanasam (TN EB Dam),143,5500,73.3,1766,1180,1255,115,3852,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Manimuthar,118,5511,62.59,1138,90,188,94.2,3273,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Pechiparai,48,4350,28.3,1884,465,561,41.3,3379,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Perunchani,77,2890,58.25,1324,107,350,63.77,1722,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Krishnagiri,52,1666,46.1,1060,369,162,50,1442,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Sathanur,119,7321,86.45,2086,,,111.95,5814,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Sholayar,160,5046,100.68,2305,2107,1578,158.41,4957,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Parambikulam,72,13454,43.28,7330,1597,40,71.71,13341,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Aliyar,120,3864,63.4,696,466,152,118.85,3784,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/29/2020,Thirumurthy,60,1744,33.51,750,,21,51.97,1404,https://tnagriculture.in/ARS/home/reservoir/2020-10-29
10/30/2020,METTUR,120,93470,88.84,51336,10405,2003,120,93470,https://tnagriculture.in/ARS/home/reservoir/2020-10-30
10/30/2020,Krishna Raja Sagar,124.8,49452,108.2,29950,4004,4543,123.8,48062,https://tnagriculture.in/ARS/home/reservoir/2020-10-30
