date,reservoir,full_depth_ft,full_capacity_mcft,level_ft,storage_mcft,inflow_cusecs,outflow_cusecs,last_year_level_ft,last_year_storage_mcft,storage_percentage
25-10-2024,Vaigai,71,6091,22.7,352,784,544,22.74,354,5.78
26-10-2024,Amaravathi,90,4047,60.62,1507,1054,795,60.69,1511,37.24
26-10-2024,Bhavanisagar,105,32800,80.58,16921,386,242,82.25,17815,51.59
26-10-2024,Manimuthar,118,5511,102.19,3846,806,758,103.45,3966,69.79
26-10-2024,Mettur,120,93470,119.52,92535,186,119,114.21,82596,99
26-10-2024,Papanasam,143,5500,115.77,3244,3123,1837,116.43,3290,58.98
26-10-2024,Vaigai,71,6091,22.64,350,2206,1837,21.53,309,5.75
27-10-2024,Amaravathi,90,4047,61.42,1557,5106,4232,64.63,1769,38.47
27-10-2024,Bhavanisagar,105,32800,79.73,16478,913,966,75.64,14447,50.24
27-10-2024,Manimuthar,118,5511,100.97,3732,1866,1168,98.82,3537,67.72
27-10-2024,Mettur,120,93470,119.52,92535,752,579,119.52,92535,99
27-10-2024,Papanasam,143,5500,114.12,3129,2186,2221,119.87,3538,56.89
27-10-2024,Vaigai,71,6091,23.04,365,4734,3651,23.68,391,5.99
28-10-2024,Amaravathi,90,4047,60.98,1529,2943,2670,61.76,1578,37.78
28-10-2024,Bhavanisagar,105,32800,80.74,17009,4126,2450,79.44,16329,51.86
28-10-2024,Manimuthar,118,5511,102.43,3869,1624,1784,97.33,3405,70.21
28-10-2024,Mettur,120,93470,119.52,92535,764,767,119.11,91738,99
28-10-2024,Papanasam,143,5500,116.41,3288,1000,567,119.28,3495,59.78
28-10-2024,Vaigai,71,6091,23.35,378,634,393,23.47,383,6.21
29-10-2024,Amaravathi,90,4047,60.22,1482,1464,1488,62.48,1625,36.62
29-10-2024,Bhavanisagar,105,32800,80.15,16699,1698,1011,84.48,19043,50.91
29-10-2024,Manimuthar,118,5511,102.51,3877,3030,1731,104.57,4074,70.35
29-10-2024,Mettur,120,93470,119.52,92535,6808,5994,113.97,82160,99
29-10-2024,Papanasam,143,5500,116.97,3328,8668,8165,109.86,2846,60.51
29-10-2024,Vaigai,71,6091,22.84,358,1021,749,23.31,376,5.88
30-10-2024,Amaravathi,90,4047,59.82,1457,3587,2723,61.97,1592,36
30-10-2024,Bhavanisagar,105,32800,79.16,16185,1608,873,76.49,14858,49.34
30-10-2024,Manimuthar,118,5511,103.3,3952,212,146,98.03,3467,71.71
30-10-2024,Mettur,120,93470,119.52,92535,2040,1105,114.71,83510,99
30-10-2024,Papanasam,143,5500,118.26,3421,2059,1918,119.08,3481,62.2
30-10-2024,Vaigai,71,6091,22.79,356,727,543,21.65,313,5.84
31-10-2024,Amaravathi,90,4047,60.37,1492,538,270,60.34,1489,36.87
31-10-2024,Bhavanisagar,105,32800,78.52,15864,4718,4930,81.11,17202,48.37
31-10-2024,Manimuthar,118,5511,102.85,3909,920,963,106.25,4239,70.93
31-10-2024,Mettur,120,93470,119.52,92535,3407,2167,119.52,92535,99
31-10-2024,Papanasam,143,5500,115.67,3236,444,473,118.35,3427,58.84
31-10-2024,Vaigai,71,6091,22.86,358,473,251,24.16,412,5.88
01-11-2024,Amaravathi,90,4047,59.12,1415,529,405,56.07,1240,34.96
01-11-2024,Bhavanisagar,105,32800,76.82,15017,3941,3469,72.71,13088,45.78
01-11-2024,Manimuthar,118,5511,100,3644,3525,2713,95.66,3261,66.12
01-11-2024,Mettur,120,93470,119.52,92535,1942,1568,116.68,87131,99
01-11-2024,Papanasam,143,5500,111.7,2966,4182,4317,110.41,2881,53.93
01-11-2024,Vaigai,71,6091,22.12,330,33,30,21.96,324,5.42
02-11-2024,Amaravathi,90,4047,58.75,1393,553,535,56.21,1248,34.42
02-11-2024,Bhavanisagar,105,32800,78.51,15856,3931,4224,74.37,13848,48.34
02-11-2024,Manimuthar,118,5511,101.45,3777,2980,1989,95.78,3271,68.54
02-11-2024,Mettur,120,93470,119.52,92535,392,203,116.66,87093,99
02-11-2024,Papanasam,143,5500,111.29,2939,64,33,108.35,2748,53.44
02-11-2024,Vaigai,71,6091,22.25,335,2534,2671,22.51,345,5.5
03-11-2024,Amaravathi,90,4047,59.35,1429,1867,1842,56.46,1262,35.31
03-11-2024,Bhavanisagar,105,32800,76.44,14834,818,497,77.15,15181,45.23
03-11-2024,Manimuthar,118,5511,100.02,3646,1532,1005,102.69,3894,66.16
03-11-2024,Mettur,120,93470,119.52,92535,3361,3225,119.52,92535,99
03-11-2024,Papanasam,143,5500,113.82,3109,1647,1532,106.94,2660,56.53
03-11-2024,Vaigai,71,6091,22.32,338,5115,4338,22.8,356,5.55
04-11-2024,Amaravathi,90,4047,59.11,1415,473,490,60.61,1506,34.96
04-11-2024,Bhavanisagar,105,32800,78.14,15670,5198,4167,74.07,13709,47.77
04-11-2024,Manimuthar,118,5511,98.81,3536,2436,2563,99.81,3626,64.16
04-11-2024,Mettur,120,93470,119.52,92535,1793,1176,119.52,92535,99
04-11-2024,Papanasam,143,5500,114.5,3155,182,130,109.6,2828,57.36
04-11-2024,Vaigai,71,6091,22.07,328,675,492,22.68,351,5.38
05-11-2024,Amaravathi,90,4047,59.77,1455,877,461,61.76,1579,35.95
05-11-2024,Bhavanisagar,105,32800,76.73,14971,3177,2417,73.82,13591,45.64
05-11-2024,Manimuthar,118,5511,100.44,3684,488,334,100.18,3660,66.85
05-11-2024,Mettur,120,93470,119.52,92535,192,147,118.95,91435,99
05-11-2024,Papanasam,143,5500,112.76,3037,2770,2635,116.93,3325,55.22
05-11-2024,Vaigai,71,6091,22.25,335,2558,1542,21.46,306,5.5
06-11-2024,Amaravathi,90,4047,59.66,1448,1862,1459,62.42,1621,35.78
06-11-2024,Bhavanisagar,105,32800,78.77,15988,347,333,76.51,14864,48.74
06-11-2024,Manimuthar,118,5511,100.51,3690,31,21,100.2,3661,66.96
06-11-2024,Mettur,120,93470,119.52,92535,3278,2714,117.78,89215,99
06-11-2024,Papanasam,143,5500,111.83,2975,1797,1691,108.7,2771,54.09
06-11-2024,Vaigai,71,6091,22.34,338,1245,754,22.7,352,5.55
07-11-2024,Amaravathi,90,4047,58.25,1364,3381,3307,58.35,1370,33.7
07-11-2024,Bhavanisagar,105,32800,77.36,15283,636,495,81.32,17315,46.59
07-11-2024,Manimuthar,118,5511,101.4,3773,2942,2435,101.1,3744,68.46
07-11-2024,Mettur,120,93470,119.52,92535,2208,2320,116.3,86429,99
07-11-2024,Papanasam,143,5500,111.76,2970,6071,6635,115.62,3233,54
07-11-2024,Vaigai,71,6091,22.41,341,2707,2106,21.52,308,5.6
08-11-2024,Amaravathi,90,4047,58.4,1373,229,144,59.48,1437,33.93
08-11-2024,Bhavanisagar,105,32800,78.39,15796,4402,2747,77.04,15124,48.16
08-11-2024,Manimuthar,118,5511,99.48,3597,795,489,95.12,3215,65.27
08-11-2024,Mettur,120,93470,119.52,92535,3205,2164,119.52,92535,99
08-11-2024,Papanasam,143,5500,111.49,2952,1626,1320,117.54,3369,53.67
08-11-2024,Vaigai,71,6091,22.06,328,1706,1869,22.38,340,5.38
09-11-2024,Amaravathi,90,4047,59.61,1445,4911,4829,58.72,1392,35.71
09-11-2024,Bhavanisagar,105,32800,77.93,15565,1012,1052,81.8,17573,47.45
09-11-2024,Manimuthar,118,5511,99.58,3605,2561,2362,95.82,3274,65.41
09-11-2024,Mettur,120,93470,119.52,92535,29,31,119.52,92535,99
09-11-2024,Papanasam,143,5500,112.87,3044,624,436,117.53,3368,55.35
09-11-2024,Vaigai,71,6091,21.98,325,2750,2768,21.42,305,5.34
10-11-2024,Amaravathi,90,4047,58.76,1394,2549,1811,56.34,1255,34.45
10-11-2024,Bhavanisagar,105,32800,76.99,15100,793,630,80.53,16895,46.04
10-11-2024,Manimuthar,118,5511,101.14,3749,1170,896,100.21,3663,68.03
10-11-2024,Mettur,120,93470,119.52,92535,596,594,116.32,86470,99
10-11-2024,Papanasam,143,5500,112.68,3031,266,283,112.78,3038,55.11
10-11-2024,Vaigai,71,6091,22.07,328,646,414,23.12,368,5.38
11-11-2024,Amaravathi,90,4047,58.92,1404,3835,2467,56.79,1280,34.69
11-11-2024,Bhavanisagar,105,32800,77.31,15259,428,265,72.83,13143,46.52
11-11-2024,Manimuthar,118,5511,100.1,3653,2748,2864,94.19,3137,66.29
11-11-2024,Mettur,120,93470,119.52,92535,166,107,112.19,78999,99
11-11-2024,Papanasam,143,5500,112.29,3005,2064,1629,113.98,3120,54.64
11-11-2024,Vaigai,71,6091,22.66,351,880,773,22.35,339,5.76
12-11-2024,Amaravathi,90,4047,58.75,1393,5740,2956,60.72,1513,34.42
12-11-2024,Bhavanisagar,105,32800,76.54,14879,1690,1111,72.25,12881,45.36
12-11-2024,Manimuthar,118,5511,99.78,3624,247,136,96.88,3366,65.76
12-11-2024,Mettur,120,93470,119.52,92535,1037,705,119.52,92535,99
12-11-2024,Papanasam,143,5500,113.14,3063,1151,1243,115.71,3239,55.69
12-11-2024,Vaigai,71,6091,22.21,333,680,598,22.45,343,5.47
13-11-2024,Amaravathi,90,4047,58.88,1401,4097,2391,59.24,1423,34.62
13-11-2024,Bhavanisagar,105,32800,78.42,15813,3127,2469,77.63,15415,48.21
13-11-2024,Manimuthar,118,5511,101.68,3798,1139,1186,106.85,4300,68.92
13-11-2024,Mettur,120,93470,119.52,92535,2229,1178,119.52,92535,99
13-11-2024,Papanasam,143,5500,112.91,3047,571,412,107.32,2683,55.4
13-11-2024,Vaigai,71,6091,22.03,327,754,564,22.37,339,5.37
14-11-2024,Amaravathi,90,4047,58.94,1405,525,283,55.62,1215,34.72
14-11-2024,Bhavanisagar,105,32800,77.43,15319,6248,3875,74.72,14011,46.7
14-11-2024,Manimuthar,118,5511,98.94,3548,292,295,98.73,3529,64.38
14-11-2024,Mettur,120,93470,119.52,92535,3136,2824,119.52,92535,99
14-11-2024,Papanasam,143,5500,112.29,3005,3775,2535,108.97,2788,54.64
14-11-2024,Vaigai,71,6091,22.1,329,4033,2104,21.42,305,5.4
15-11-2024,Amaravathi,90,4047,58.93,1404,688,516,61.85,1584,34.69
15-11-2024,Bhavanisagar,105,32800,77.25,15229,782,818,78.31,15756,46.43
15-11-2024,Manimuthar,118,5511,101.16,3750,160,164,103.2,3942,68.05
15-11-2024,Mettur,120,93470,119.52,92535,2595,1351,119.52,92535,99
15-11-2024,Papanasam,143,5500,112.96,3050,4005,2191,117.25,3348,55.45
15-11-2024,Vaigai,71,6091,22.21,333,921,863,21.5,307,5.47
16-11-2024,Amaravathi,90,4047,59.89,1462,3962,3682,62.57,1631,36.13
16-11-2024,Bhavanisagar,105,32800,77.49,15347,870,922,73.11,13268,46.79
16-11-2024,Manimuthar,118,5511,99.52,3600,3413,3742,99.73,3619,65.32
16-11-2024,Mettur,120,93470,119.52,92535,8839,8957,119.52,92535,99
16-11-2024,Papanasam,143,5500,111.95,2982,1300,1171,111.85,2976,54.22
16-11-2024,Vaigai,71,6091,21.9,322,1480,1524,22.94,361,5.29
17-11-2024,Amaravathi,90,4047,58.39,1372,1559,1362,58.26,1365,33.9
17-11-2024,Bhavanisagar,105,32800,78.15,15673,1567,820,77.23,15217,47.78
17-11-2024,Manimuthar,118,5511,99.08,3560,2770,1878,104.51,4068,64.6
17-11-2024,Mettur,120,93470,119.52,92535,161,168,119.52,92535,99
17-11-2024,Papanasam,143,5500,111.23,2935,2845,1957,110.61,2894,53.36
17-11-2024,Vaigai,71,6091,22.16,332,361,181,22.7,352,5.45
18-11-2024,Amaravathi,90,4047,58.09,1354,839,915,60.26,1485,33.46
18-11-2024,Bhavanisagar,105,32800,76.82,15018,1717,1577,78.08,15641,45.79
18-11-2024,Manimuthar,118,5511,99.45,3594,1988,1200,99.16,3568,65.22
18-11-2024,Mettur,120,93470,119.52,92535,2899,2978,119.52,92535,99
18-11-2024,Papanasam,143,5500,112.36,3010,918,884,112.11,2993,54.73
18-11-2024,Vaigai,71,6091,22.27,335,4546,2782,22.63,349,5.5
19-11-2024,Amaravathi,90,4047,59.92,1464,515,288,58.85,1399,36.17
19-11-2024,Bhavanisagar,105,32800,77.42,15313,913,527,81.42,17370,46.69
19-11-2024,Manimuthar,118,5511,99.04,3557,1258,652,101.22,3756,64.54
19-11-2024,Mettur,120,93470,119.52,92535,625,475,119.52,92535,99
19-11-2024,Papanasam,143,5500,112.78,3038,4820,2626,106.32,2621,55.24
19-11-2024,Vaigai,71,6091,22.25,335,1707,1847,21.83,319,5.5
20-11-2024,Amaravathi,90,4047,58.7,1390,845,430,60.86,1522,34.35
20-11-2024,Bhavanisagar,105,32800,77.69,15447,1057,729,80.12,16681,47.09
20-11-2024,Manimuthar,118,5511,96.56,3338,1095,1067,100.12,3654,60.57
20-11-2024,Mettur,120,93470,119.52,92535,1510,1563,118.7,90963,99
20-11-2024,Papanasam,143,5500,111.03,2922,279,246,109.67,2833,53.13
20-11-2024,Vaigai,71,6091,22.23,334,706,583,21.91,322,5.48
21-11-2024,Amaravathi,90,4047,59.58,1443,126,76,62.27,1612,35.66
21-11-2024,Bhavanisagar,105,32800,76.39,14806,2740,2795,77.95,15574,45.14
21-11-2024,Manimuthar,118,5511,98.13,3476,279,187,96.07,3296,63.07
21-11-2024,Mettur,120,93470,119.52,92535,1469,1353,115.66,85246,99
21-11-2024,Papanasam,143,5500,111.84,2975,1616,1472,106.62,2640,54.09
21-11-2024,Vaigai,71,6091,22.38,340,693,563,22,326,5.58
22-11-2024,Amaravathi,90,4047,57.9,1344,1538,1645,61.22,1545,33.21
22-11-2024,Bhavanisagar,105,32800,77.89,15544,78,65,80.29,16772,47.39
22-11-2024,Manimuthar,118,5511,99.39,3589,904,807,96.63,3344,65.12
22-11-2024,Mettur,120,93470,119.52,92535,1177,662,117.84,89329,99
22-11-2024,Papanasam,143,5500,111.49,2952,4721,3326,114.28,3140,53.67
22-11-2024,Vaigai,71,6091,22.39,340,26,21,21.42,305,5.58
23-11-2024,Amaravathi,90,4047,58.13,1357,3205,3522,59.03,1410,33.53
23-11-2024,Bhavanisagar,105,32800,77.62,15410,3511,1797,79.92,16579,46.98
23-11-2024,Manimuthar,118,5511,99.61,3608,3174,2536,104.95,4111,65.47
23-11-2024,Mettur,120,93470,119.52,92535,4930,4241,119.52,92535,99
23-11-2024,Papanasam,143,5500,110.83,2909,3070,3042,109.44,2818,52.89
23-11-2024,Vaigai,71,6091,22.23,334,15,16,22.27,336,5.48
24-11-2024,Amaravathi,90,4047,58.44,1375,2600,2519,57.41,1315,33.98
24-11-2024,Bhavanisagar,105,32800,77.52,15362,1052,808,72.71,13090,46.84
24-11-2024,Manimuthar,118,5511,99.26,3576,1148,764,95.5,3247,64.89
24-11-2024,Mettur,120,93470,119.52,92535,1157,1018,113.11,80624,99
24-11-2024,Papanasam,143,5500,112.67,3031,1456,953,115.2,3204,55.11
24-11-2024,Vaigai,71,6091,22.16,331,6683,3574,22.38,340,5.43
25-11-2024,Amaravathi,90,4047,59.67,1448,1910,979,58.48,1377,35.78
25-11-2024,Bhavanisagar,105,32800,77.53,15369,1276,1156,79.39,16303,46.86
25-11-2024,Manimuthar,118,5511,100.09,3652,1519,1447,102.75,3900,66.27
25-11-2024,Mettur,120,93470,119.52,92535,1048,552,114.18,82542,99
25-11-2024,Papanasam,143,5500,113.46,3084,401,204,110.24,2870,56.07
25-11-2024,Vaigai,71,6091,22.41,341,735,482,23.35,378,5.6
26-11-2024,Amaravathi,90,4047,59.13,1416,255,163,61.91,1588,34.99
26-11-2024,Bhavanisagar,105,32800,78.73,15969,5121,4193,77.78,15488,48.69
26-11-2024,Manimuthar,118,5511,101.57,3788,72,70,101.96,3825,68.74
26-11-2024,Mettur,120,93470,119.52,92535,531,575,117.06,87853,99
26-11-2024,Papanasam,143,5500,112.01,2986,347,279,107.91,2721,54.29
26-11-2024,Vaigai,71,6091,22.11,330,769,392,21.82,319,5.42
27-11-2024,Amaravathi,90,4047,59.51,1439,1252,789,57.04,1294,35.56
27-11-2024,Bhavanisagar,105,32800,78,15603,580,334,81.12,17206,47.57
27-11-2024,Manimuthar,118,5511,100.52,3691,1554,916,99.52,3600,66.98
27-11-2024,Mettur,120,93470,119.52,92535,1547,1034,115.2,84401,99
27-11-2024,Papanasam,143,5500,111.68,2964,2013,1705,117.93,3397,53.89
27-11-2024,Vaigai,71,6091,21.93,323,927,495,22.16,332,5.3
28-11-2024,Amaravathi,90,4047,58.09,1354,443,355,56.46,1261,33.46
28-11-2024,Bhavanisagar,105,32800,78.23,15714,737,660,77.95,15577,47.91
28-11-2024,Manimuthar,118,5511,97.48,3418,670,475,92.51,2999,62.02
28-11-2024,Mettur,120,93470,119.52,92535,1192,599,112.12,78868,99
28-11-2024,Papanasam,143,5500,113.39,3079,15121,15449,116.84,3319,55.98
28-11-2024,Vaigai,71,6091,22.37,340,2315,1731,22.16,331,5.58
29-11-2024,Amaravathi,90,4047,58.95,1405,99,92,57.72,1333,34.72
29-11-2024,Bhavanisagar,105,32800,78.23,15715,102,76,78.66,15935,47.91
29-11-2024,Manimuthar,118,5511,99.47,3595,766,794,95.86,3278,65.23
29-11-2024,Mettur,120,93470,119.52,92535,2660,2242,119.52,92535,99
29-11-2024,Papanasam,143,5500,114.05,3124,5148,2646,114.57,3160,56.8
29-11-2024,Vaigai,71,6091,22.19,333,1235,1320,21.42,305,5.47
30-11-2024,Amaravathi,90,4047,59.35,1429,1738,1160,59.85,1460,35.31
30-11-2024,Bhavanisagar,105,32800,76.92,15068,939,891,79.87,16550,45.94
30-11-2024,Manimuthar,118,5511,99.47,3595,882,605,102.81,3905,65.23
30-11-2024,Mettur,120,93470,119.52,92535,569,602,118.03,89676,99
30-11-2024,Papanasam,143,5500,111.84,2975,403,336,111.38,2945,54.09
30-11-2024,Vaigai,71,6091,21.94,323,1502,1225,21.98,325,5.3
01-12-2024,Amaravathi,90,4047,54.83,1172,873,922,57.38,1313,28.96
01-12-2024,Bhavanisagar,105,32800,73.26,13339,3822,3825,76.19,14709,40.67
01-12-2024,Manimuthar,118,5511,92.46,2995,444,266,88.14,2658,54.35
01-12-2024,Mettur,120,93470,119.26,92032,169,119,119.36,92237,98.46
01-12-2024,Papanasam,143,5500,107.36,2686,4510,3749,111.69,2965,48.84
01-12-2024,Vaigai,71,6091,21.42,305,58,52,21.42,305,5.01
02-12-2024,Amaravathi,90,4047,54.58,1159,131,75,54.56,1158,28.64
02-12-2024,Bhavanisagar,105,32800,71.96,12752,505,382,71.7,12640,38.88
02-12-2024,Manimuthar,118,5511,93.86,3110,2233,1780,95.32,3232,56.43
02-12-2024,Mettur,120,93470,117.94,89509,2902,2310,119.52,92535,95.76
02-12-2024,Papanasam,143,5500,108.19,2739,539,411,107.81,2714,49.8
02-12-2024,Vaigai,71,6091,21.42,305,24,15,21.42,305,5.01
03-12-2024,Amaravathi,90,4047,55.17,1191,224,197,58.03,1351,29.43
03-12-2024,Bhavanisagar,105,32800,72.93,13190,3693,3131,74.38,13851,40.21
03-12-2024,Manimuthar,118,5511,94.29,3146,416,284,95.99,3289,57.09
03-12-2024,Mettur,120,93470,118,89623,767,572,119.52,92535,95.88
03-12-2024,Papanasam,143,5500,104.67,2521,1277,1083,106.36,2624,45.84
03-12-2024,Vaigai,71,6091,21.42,305,745,588,21.42,305,5.01
04-12-2024,Amaravathi,90,4047,54.87,1175,8013,5810,55.52,1210,29.03
04-12-2024,Bhavanisagar,105,32800,73.01,13222,3395,2401,74.06,13704,40.31
04-12-2024,Manimuthar,118,5511,91.52,2919,228,198,95.27,3228,52.97
04-12-2024,Mettur,120,93470,116.88,87519,1752,1515,114.16,82513,93.63
04-12-2024,Papanasam,143,5500,103.85,2472,607,418,105.22,2555,44.95
04-12-2024,Vaigai,71,6091,21.42,305,5106,2692,22.54,346,5.01
05-12-2024,Amaravathi,90,4047,54.85,1173,323,239,51.94,1024,28.98
05-12-2024,Bhavanisagar,105,32800,73.54,13467,604,438,73.84,13603,41.06
05-12-2024,Manimuthar,118,5511,93.39,3071,1320,1103,88.69,2699,55.72
05-12-2024,Mettur,120,93470,118.31,90212,417,223,119.52,92535,96.51
05-12-2024,Papanasam,143,5500,105.15,2550,60,32,101.84,2354,46.36
05-12-2024,Vaigai,71,6091,21.42,305,787,607,22.37,339,5.01
06-12-2024,Amaravathi,90,4047,56.41,1258,1664,1084,55.11,1187,31.08
06-12-2024,Bhavanisagar,105,32800,73.65,13514,0,0,71,12331,41.2
06-12-2024,Manimuthar,118,5511,92.95,3035,2245,2433,89.29,2745,55.07
06-12-2024,Mettur,120,93470,119.17,91858,1624,923,117.49,88657,98.28
06-12-2024,Papanasam,143,5500,104.92,2536,27,17,106.85,2654,46.11
06-12-2024,Vaigai,71,6091,21.42,305,3167,2037,21.42,305,5.01
07-12-2024,Amaravathi,90,4047,57.07,1296,1179,879,54.9,1176,32.02
07-12-2024,Bhavanisagar,105,32800,73.75,13562,459,282,73.79,13579,41.35
07-12-2024,Manimuthar,118,5511,93.78,3103,3846,2329,96.98,3375,56.31
07-12-2024,Mettur,120,93470,115.99,85851,180,135,119.41,92320,91.85
07-12-2024,Papanasam,143,5500,105.51,2572,3420,3333,103,2422,46.76
07-12-2024,Vaigai,71,6091,21.42,305,544,484,21.95,324,5.01
08-12-2024,Amaravathi,90,4047,55.2,1192,1913,1102,52.48,1051,29.45
08-12-2024,Bhavanisagar,105,32800,72.61,13043,2810,1811,68.79,11394,39.77
08-12-2024,Manimuthar,118,5511,94.63,3174,86,88,96.58,3340,57.59
08-12-2024,Mettur,120,93470,117.98,89595,103,56,115.9,85692,95.85
08-12-2024,Papanasam,143,5500,104.79,2529,3622,2527,99.2,2204,45.98
08-12-2024,Vaigai,71,6091,21.42,305,2111,1769,21.42,305,5.01
09-12-2024,Amaravathi,90,4047,54.77,1169,512,401,54.43,1151,28.89
09-12-2024,Bhavanisagar,105,32800,74.19,13766,1120,1108,78.13,15664,41.97
09-12-2024,Manimuthar,118,5511,92.37,2988,2374,2046,90.81,2863,54.22
09-12-2024,Mettur,120,93470,119.2,91915,1589,1139,119.52,92535,98.34
09-12-2024,Papanasam,143,5500,108.04,2729,1557,960,104.04,2484,49.62
09-12-2024,Vaigai,71,6091,21.42,305,1825,1290,21.85,320,5.01
10-12-2024,Amaravathi,90,4047,55.78,1224,1726,1508,56.74,1277,30.24
10-12-2024,Bhavanisagar,105,32800,72.49,12992,2202,1898,72.44,12966,39.61
10-12-2024,Manimuthar,118,5511,93.11,3048,821,817,91.28,2901,55.31
10-12-2024,Mettur,120,93470,119.52,92535,14,12,119.52,92535,99
10-12-2024,Papanasam,143,5500,105.12,2548,887,928,98.64,2174,46.33
10-12-2024,Vaigai,71,6091,21.42,305,417,269,21.96,324,5.01
11-12-2024,Amaravathi,90,4047,54.72,1167,544,414,53.43,1099,28.84
11-12-2024,Bhavanisagar,105,32800,72.23,12876,1538,1031,72.97,13207,39.26
11-12-2024,Manimuthar,118,5511,91.91,2951,320,332,88.72,2701,53.55
11-12-2024,Mettur,120,93470,119.52,92535,1802,1031,119.52,92535,99
11-12-2024,Papanasam,143,5500,108.27,2743,1625,869,107.21,2677,49.87
11-12-2024,Vaigai,71,6091,21.42,305,439,377,21.42,305,5.01
12-12-2024,Amaravathi,90,4047,56.01,1236,5873,5805,53.68,1112,30.54
12-12-2024,Bhavanisagar,105,32800,72.83,13142,1237,949,75.68,14467,40.07
12-12-2024,Manimuthar,118,5511,92.36,2987,1417,1457,86.97,2570,54.2
12-12-2024,Mettur,120,93470,119.36,92225,96,78,114.06,82324,98.67
12-12-2024,Papanasam,143,5500,105.2,2553,1227,662,100.43,2274,46.42
12-12-2024,Vaigai,71,6091,21.42,305,1272,857,21.96,324,5.01
13-12-2024,Amaravathi,90,4047,55.07,1185,1067,1082,56.6,1269,29.28
13-12-2024,Bhavanisagar,105,32800,72.82,13137,1080,970,75.24,14257,40.05
13-12-2024,Manimuthar,118,5511,93.28,3062,1502,1086,95.43,3242,55.56
13-12-2024,Mettur,120,93470,118.92,91388,489,387,119.52,92535,97.77
13-12-2024,Papanasam,143,5500,105.96,2599,247,202,111.02,2921,47.25
13-12-2024,Vaigai,71,6091,21.42,305,500,448,21.92,322,5.01
14-12-2024,Amaravathi,90,4047,55.17,1190,339,250,55.22,1193,29.4
14-12-2024,Bhavanisagar,105,32800,71.71,12642,703,624,68.6,11317,38.54
14-12-2024,Manimuthar,118,5511,94.9,3196,410,210,99.81,3626,57.99
14-12-2024,Mettur,120,93470,118.69,90931,62,35,119.52,92530,97.28
14-12-2024,Papanasam,143,5500,108.1,2733,21,18,102.34,2383,49.69
14-12-2024,Vaigai,71,6091,21.42,305,1704,1549,21.42,305,5.01
15-12-2024,Amaravathi,90,4047,55.63,1216,3366,2711,56.91,1286,30.05
15-12-2024,Bhavanisagar,105,32800,72.98,13210,1830,937,70.33,12042,40.27
15-12-2024,Manimuthar,118,5511,93.23,3058,2420,1509,97.2,3394,55.49
15-12-2024,Mettur,120,93470,119.52,92535,1478,1488,119.52,92535,99
15-12-2024,Papanasam,143,5500,107.22,2677,463,405,106.06,2606,48.67
15-12-2024,Vaigai,71,6091,21.42,305,238,217,21.42,305,5.01
16-12-2024,Amaravathi,90,4047,55.61,1214,165,138,53.89,1123,30
16-12-2024,Bhavanisagar,105,32800,73.66,13518,934,959,73.9,13629,41.21
16-12-2024,Manimuthar,118,5511,92.39,2990,964,693,94.17,3136,54.26
16-12-2024,Mettur,120,93470,117.78,89211,786,710,114.54,83199,95.44
16-12-2024,Papanasam,143,5500,105.22,2554,373,301,108.88,2782,46.44
16-12-2024,Vaigai,71,6091,21.42,305,3888,3872,22.31,337,5.01
17-12-2024,Amaravathi,90,4047,56.58,1268,415,220,53.09,1082,31.33
17-12-2024,Bhavanisagar,105,32800,73.1,13265,943,539,75.69,14469,40.44
17-12-2024,Manimuthar,118,5511,92.27,2980,1851,1269,88.87,2712,54.07
17-12-2024,Mettur,120,93470,119.52,92535,827,809,119.52,92535,99
17-12-2024,Papanasam,143,5500,105.98,2600,578,564,102.22,2376,47.27
17-12-2024,Vaigai,71,6091,21.42,305,2625,1561,21.42,305,5.01
18-12-2024,Amaravathi,90,4047,54.73,1167,31,15,52.07,1030,28.84
18-12-2024,Bhavanisagar,105,32800,73.77,13570,397,412,77.28,15242,41.37
18-12-2024,Manimuthar,118,5511,92.22,2976,2307,2268,92.19,2974,54
18-12-2024,Mettur,120,93470,118.05,89722,2728,2864,117.07,87864,95.99
18-12-2024,Papanasam,143,5500,105.96,2600,1877,2006,99.49,2220,47.27
18-12-2024,Vaigai,71,6091,21.42,305,2151,1172,22.63,349,5.01
19-12-2024,Amaravathi,90,4047,54.88,1175,6058,4141,52.34,1044,29.03
19-12-2024,Bhavanisagar,105,32800,73.15,13288,1582,1529,69.8,11817,40.51
19-12-2024,Manimuthar,118,5511,95.64,3259,996,747,101.09,3743,59.14
19-12-2024,Mettur,120,93470,119.52,92535,649,558,119.52,92535,99
19-12-2024,Papanasam,143,5500,107.98,2725,1693,1025,113.86,3111,49.55
19-12-2024,Vaigai,71,6091,21.42,305,394,356,21.42,305,5.01
20-12-2024,Amaravathi,90,4047,54.91,1177,1104,1120,56.06,1239,29.08
20-12-2024,Bhavanisagar,105,32800,73.7,13538,1286,669,73.68,13528,41.27
20-12-2024,Manimuthar,118,5511,93.91,3114,223,190,98.12,3474,56.51
20-12-2024,Mettur,120,93470,116.55,86905,1632,1182,111.75,78219,92.98
20-12-2024,Papanasam,143,5500,104.65,2520,1337,800,98.35,2158,45.82
20-12-2024,Vaigai,71,6091,21.42,305,2546,1532,21.92,323,5.01
21-12-2024,Amaravathi,90,4047,55.7,1219,1756,1645,56.79,1280,30.12
